np_id	pref_name	iupac_name	chembl_id	pubchem_cid	num_of_organism	num_of_target	num_of_activity	if_has_Quantity
NPC145667	(4As,6Ar,6As,6Br,8Ar,9R,10R,11S,12Ar,14Bs)-10,11-Dihydroxy-9-(Hydroxymethyl)-2,2,6A,6B,9,12A-Hexamethyl-1,3,4,5,6,6A,7,8,8A,10,11,12,13,14B-Tetradecahydropicene-4A-Carboxylic Acid	(4aS,6aR,6aS,6bR,8aR,9R,10R,11S,12aR,14bS)-10,11-dihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	CHEMBL1797308	12305221	50	5	8	No
NPC145673	7-Hydroxy-1-Methoxyxanthone	7-hydroxy-1-methoxyxanthen-9-one	CHEMBL2029867	10490332	1	2	3	No
NPC14568	QLCNJZHWGARWON-GWBCVVOASA-N	n.a.	n.a.	n.a.	24	0	0	No
NPC145680	D-4-O-Methyl-myo-inositol	n.a.	n.a.	n.a.	1	0	0	Yes
NPC145693	HUVIXLWRQSMCLN-YMUDEPAFSA-N	n.a.	n.a.	n.a.	14	0	0	No
NPC145703	PLLYYRRPIIWFON-GABICUSWSA-N	n.a.	n.a.	21722001	1	0	0	No
NPC145705	IWAYJLUTHGSDHD-OJSUKYIWSA-N	n.a.	n.a.	129844432	3	0	0	No
NPC145707	RWGCPRXNEWRKMS-QHSBEEBCSA-N	n.a.	CHEMBL3588877	n.a.	51	3	3	No
NPC145708	DFPMSGMNTNDNHN-CSIAVLANSA-N	n.a.	n.a.	5284651	26	0	0	No
NPC145713	NHBBYXIXBPPEDQ-UOTCEEBFSA-N	n.a.	n.a.	5458721	1	4	5	No
NPC145715	(1R*,6R*,7S*,10S*)-10-Isothiocyanatocadin-4-Ene	(1S,4S,4aR,8aR)-4-isothiocyanato-4,7-dimethyl-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene	CHEMBL470877	11207771	1	1	1	No
NPC145716	TYRCFOVJFBOYRA-UHFFFAOYSA-N	n.a.	n.a.	5320322	2	0	0	No
NPC145718	YGMPFLMYCKNEEV-FNJLFZHTSA-N	n.a.	n.a.	n.a.	10	0	0	No
NPC145720	GWDZRGQRNHELQM-JTYXZCKMSA-N	n.a.	n.a.	n.a.	24	0	0	No
NPC145722	Wuweizisu B	n.a.	CHEMBL402435	158103	25	15	36	No
NPC145726	IPUWXKDQBBTGBE-IVYORAKTSA-N	n.a.	n.a.	5321730	34	0	0	No
NPC145727	DPBCVQQQIVNUMJ-BDTXQGIKSA-N	n.a.	n.a.	102425890	50	0	0	No
NPC145729	CSFQQZOIHVWGMN-BBAXEOEJSA-N	n.a.	n.a.	5281818	15	0	0	No
NPC145730	GQAQEZUJJKQLJG-CYBMUJFWSA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC145746	LBAVIXQTLKRIGP-UHFFFAOYSA-N	n.a.	n.a.	75958	3	0	0	No
NPC145748	3-((3S,6S,9S,12S,15S,18S,21S,25R)-9-(Carboxymethyl)-3,6,15,18-Tetraisobutyl-12-Methyl-2,5,8,11,14,17,20,23-Octaoxo-25-Pentadecyl-1-Oxa-4,7,10,13,16,19,22-Heptaazacyclopentacosan-21-Yl)Propanoic Acid	3-[(3S,6S,9S,12S,15S,18S,21S,25R)-9-(carboxymethyl)-12-methyl-3,6,15,18-tetrakis(2-methylpropyl)-2,5,8,11,14,17,20,23-octaoxo-25-pentadecyl-1-oxa-4,7,10,13,16,19,22-heptazacyclopentacos-21-yl]propanoic acid	CHEMBL1689221	51039820	1	2	3	No
NPC14575	9-Deoxyxeniolide A	(4E,4aS,7E,11aR)-4-[(E)-4-hydroxy-4-methylpent-2-enylidene]-7-methyl-11-methylidene-4a,5,6,9,10,11a-hexahydro-1H-cyclonona[c]pyran-3-one	CHEMBL479135	10018673	1	1	1	No
NPC145754	Chimonanthine	(3aR,8bR)-8b-[(3aR,8bR)-3-methyl-1,2,3a,4-tetrahydropyrrolo[2,3-b]indol-8b-yl]-3-methyl-1,2,3a,4-tetrahydropyrrolo[2,3-b]indole	CHEMBL464977	442058	7	1	1	No
NPC145755	Montiporyne C	(3E)-heptadeca-3,16-dien-5,7-diyn-2-one	CHEMBL488409	10633944	1	5	5	No
NPC14576	FSRZGYRCMPZNJF-MDKBLUTQSA-N	n.a.	n.a.	6432083	36	0	0	No
NPC145761	MVLRILUUXLBENA-ZETCQYMHSA-N	n.a.	n.a.	11457703	7	0	0	No
NPC145769	Mirandin A	(2S,3R,3aS)-3a-methoxy-3-methyl-5-prop-2-enyl-2-(3,4,5-trimethoxyphenyl)-2,3-dihydro-1-benzofuran-6-one	CHEMBL570291	45487138	3	4	7	No
NPC145773	CUBFRIYMPHETLI-LJZXKFISSA-N	n.a.	n.a.	n.a.	21	0	0	No
NPC145777	ZALNTAHRBOFRCM-SVGWTELYSA-N	n.a.	n.a.	5320304	1	0	0	No
NPC145778	SHZPIKJKQRXVBW-YEZQQODFSA-N	n.a.	n.a.	n.a.	20	0	0	No
NPC145780	Cordyol C	3-(3-hydroxy-5-methylphenoxy)-5-methylbenzene-1,2-diol	CHEMBL2332157	16204067	2	9	10	No
NPC145820	ZGHMHQGZMJLPND-GGQHDFQOSA-N	n.a.	n.a.	5495545	50	0	0	No
NPC145823	LQLFLMUUMZHKFV-QOWVZFTCSA-N	n.a.	n.a.	53393002	12	0	0	No
NPC145830	Tanshinone Iib	6-(hydroxymethyl)-1,6-dimethyl-8,9-dihydro-7H-naphtho[1,2-g][1]benzofuran-10,11-dione	CHEMBL215254	318797	1	3	8	No
NPC145832	2,10,11-Trimethoxy-6-Methyl-5,6,6A,7-Tetrahydro-4H-Dibenzo[De,G]Quinoline-1-Ol	2,10,11-trimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-1-ol	CHEMBL2002847	111119	7	55	55	No
NPC145835	YRXDRLPWHBEITI-XCZXHOEXSA-N	n.a.	n.a.	n.a.	4	0	0	No
NPC145838	XXWGUVZXPHHONT-OAOYMFHYSA-N	n.a.	n.a.	102078111	7	0	0	No
NPC145840	KKTCVWIYZRRGNW-YOEHRIQHSA-N	n.a.	n.a.	n.a.	19	0	0	No
NPC145842	RRWWOGBAGLECDQ-MOLITHMHSA-N	n.a.	n.a.	n.a.	5	0	0	No
NPC145847	2'-O-P-Hydroxybenzoyl-6'-O-Trans-Caffeoyl-8-Epiloganic Acid	(1S,4aS,6S,7S,7aS)-1-[(2S,3R,4S,5S,6R)-6-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-4,5-dihydroxy-3-(4-hydroxybenzoyl)oxyoxan-2-yl]oxy-6-hydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylic acid	CHEMBL508253	11365823	1	2	2	No
NPC145853	CRAVBINFWZGLSC-RCUQFMMVSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC145858	OGYXOOJUJQIDOX-FVCAYHPDSA-N	n.a.	n.a.	5317093	31	0	0	No
NPC14586	MMCQRJPAMIHLQX-UHFFFAOYSA-N	n.a.	n.a.	618327	6	0	0	No
NPC145862	BLPHPSBSZGKMLY-FUNFBVBMSA-N	n.a.	n.a.	5321963	3	0	0	No
NPC145865	QJOWFYQIUZMPRY-NEBZKDRISA-N	n.a.	n.a.	14287397	2	0	0	No
NPC145868	OABIEOPOGPOCJL-UHFFFAOYSA-N	n.a.	n.a.	5102564	1	0	0	No
NPC145876	JIHQLTXNRUMMRM-IYTWNDGFSA-N	n.a.	n.a.	53493975	48	0	0	No
NPC145879	7-Oxositosterol	(3S,8S,9S,10R,13R,14S,17R)-17-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-3-hydroxy-10,13-dimethyl-1,2,3,4,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-7-one	CHEMBL254780	160608	167	10	18	No
NPC14588	WOKIXZBYDPTMJD-UHFFFAOYSA-N	n.a.	n.a.	5317742	2	0	0	No
NPC145882	MUWUPVKLPASBSZ-AWZHKKSRSA-N	n.a.	n.a.	73351973	1	0	0	No
NPC145883	FBSKJMQYURKNSU-TYDGEZMESA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC145885	3-(1H-Indol-3-Yl)-2-(Trimethylazaniumyl)Propanoate	3-(1H-indol-3-yl)-2-(trimethylazaniumyl)propanoate	CHEMBL448328	3861164	8	5	5	No
NPC145888	D-Dopa	(2R)-2-azaniumyl-3-(3,4-dihydroxyphenyl)propanoate	CHEMBL211670	6989908;92222	17	43	104	No
NPC145889	IJTKEUDLEABZCZ-VQDSBOJYSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC145891	GZUILQDOVCYOST-UHFFFAOYSA-N	n.a.	n.a.	15407042	1	1	1	No
NPC145895	2-Pyrrolidone	pyrrolidin-2-one	CHEMBL276849	12025	6	9	40	No
NPC145897	NZKBZKCUTLIPCD-NSNWQYSKSA-N	n.a.	n.a.	n.a.	28	0	0	No
NPC145898	Epiplakinic Acid F Methyl Ester	methyl 2-[(3S,5R)-5-[(9E,11E,13E)-hexadeca-9,11,13-trienyl]-3,5-dimethyldioxolan-3-yl]acetate	CHEMBL1270649	49831403	1	4	6	No
NPC145899	(3S,4Ar,5R,6Ar,6As,6Br,8Ar,10S,12Ar,14Bs)-10-[(2R,3R,4R,5S,6R)-3-Acetamido-4,5-Dihydroxy-6-[[(2S,3R,4S,5S)-3,4,5-Trihydroxyoxan-2-Yl]Oxymethyl]Oxan-2-Yl]Oxy-3,5-Dihydroxy-2,2,6A,6B,9,9,12A-Heptamethyl-1,3,4,5,6,6A,7,8,8A,10,11,12,13,14B-Tetradecahydropicene-4A-Carboxylic Acid	(3S,4aR,5R,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-[(2R,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-[[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxy-3,5-dihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	CHEMBL503926	10509669	1	1	1	No
NPC14590	Gpg4	[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl] hydrogen phosphate	CHEMBL448348	165186	2	3	3	No
NPC145900	TZPAZXJAOIWJDC-YGEZULPYSA-N	n.a.	n.a.	71719415	1	1	1	No
NPC145901	KENVUEOHDFOVNA-OJAKKHQRSA-N	n.a.	n.a.	n.a.	41	0	0	No
NPC145907	NSHIVXVIKZHGAN-CNWWMROQSA-N	n.a.	n.a.	100944992	1	0	0	No
NPC145911	SBOBXVGDOAOGKL-HRESFDGDSA-N	n.a.	n.a.	10191198	1	0	0	No
NPC145912	LILRNUJDHJYEPR-QVTYOBMESA-N	n.a.	n.a.	12193027	1	0	0	No
NPC145914	Rel-Annotemoyin-1	(2S)-4-[(15R)-15-hydroxy-15-[(2R,5R)-5-[(1R)-1-hydroxyundecyl]oxolan-2-yl]pentadecyl]-2-methyl-2H-furan-5-one	CHEMBL2228645	11613853	1	2	2	No
NPC145930	PWUCIPXNTHJNJC-ZBWZWSJVSA-N	n.a.	n.a.	n.a.	4	0	0	No
NPC145935	FMMBDZGNMFRGMV-RKSFUGBBSA-N	n.a.	n.a.	n.a.	20	0	0	No
NPC145936	PEZDGSUPQGGPDV-JVPSRKDZSA-N	n.a.	n.a.	n.a.	6	0	0	No
NPC14594	FQEXRDMYDXBXEO-UHFFFAOYSA-N	n.a.	n.a.	519323	8	0	0	No
NPC145947	HLFOGUQJVUJFJZ-AOBJLEAGSA-N	n.a.	n.a.	102589620	1	0	0	No
NPC145951	DPHLFUXQEZYZAP-SLEUVZQESA-N	n.a.	n.a.	91752784	1	0	0	No
NPC145952	GESZMTVZGWZBPW-IHIDZKKCSA-N	n.a.	n.a.	11453544	41	0	0	No
NPC145955	HKHWPATYIZTJPO-LAIIKORZSA-N	n.a.	n.a.	n.a.	5	0	0	No
NPC145957	ABEPLDYBWOKMCT-PUWSOPCHSA-N	n.a.	n.a.	44258792	2	0	0	No
NPC145963	Nanolobatin B	n.a.	CHEMBL463893	10064493	1	2	2	No
NPC145974	MPNPJQYCBQXPGW-XYOKBCDHSA-N	n.a.	n.a.	101603155	9	0	0	No
NPC145977	UARVBDPGNUHYQT-JXMROGBWSA-N	n.a.	n.a.	5705112	21	0	0	No
NPC145979	(2R,3S,4S)-3Alpha-[(Beta-D-Glucopyranosyl)Oxy]Lyoniresinol	(2R,3R,4S,5S,6R)-2-[[(1S,2S,3R)-7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	CHEMBL1813178	56671845	1	1	1	No
NPC145980	IYPTVLFIJCXNFC-MHZLTWQESA-N	n.a.	n.a.	389057	16	0	0	No
NPC145987	IJVLANJDSRVODQ-UHFFFAOYSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC145988	ZGIGZINMAOQWLX-CYRKZOTCSA-N	n.a.	n.a.	1551479	1	0	0	No
NPC145990	RWRJJKPFUUKLHI-UHFFFAOYSA-N	n.a.	CHEMBL484048	10245817	1	1	2	No
NPC14600	Trans-N-Feruloyloctopamine	(E)-N-[2-hydroxy-2-(4-hydroxyphenyl)ethyl]-3-(3-hydroxy-4-methoxyphenyl)prop-2-enamide	CHEMBL2036084	70681748	3	7	10	No
NPC146014	Ligupersin A	7-[[(1R,4aS,6R,8aS)-6-hydroxy-2,5,5,8a-tetramethyl-4-oxo-4a,6,7,8-tetrahydro-1H-naphthalen-1-yl]methoxy]chromen-2-one	CHEMBL1077718	11876038	2	1	2	No
NPC146018	WCIMQPOTZUMZML-WKODIWKESA-N	n.a.	n.a.	n.a.	2	0	0	No
NPC146024	BTBAIXUKKFPJMR-VYZMXXPYSA-N	n.a.	n.a.	n.a.	8	0	0	No
NPC146025	OVMFOVNOXASTPA-PCQUSWMVSA-N	n.a.	n.a.	54171690	3	0	0	No
NPC146026	CTFFVYUINIRCHH-AEGPPILISA-N	n.a.	n.a.	23427759	13	0	0	No
NPC146027	UYPSXHPIOUWLTC-XHWDKJLTSA-N	n.a.	n.a.	25242813	1	0	0	No
NPC14603	AVJSLURJSDPDPY-TWFGXLAUSA-N	n.a.	n.a.	11968575	1	0	0	No
NPC146041	NPPHVVALVZAFOV-AOMKIAJQSA-N	n.a.	n.a.	n.a.	23	0	0	No
NPC146043	JMUOPRSXUVOHFE-UXBLZVDNSA-N	n.a.	n.a.	6381428	3	0	0	No
NPC146052	DGQPZGGOYKKJLX-QXEFMXCDSA-N	n.a.	n.a.	n.a.	9	0	0	No
NPC14606	Sciadopitisin	5,7-dihydroxy-8-[5-(5-hydroxy-7-methoxy-4-oxochromen-2-yl)-2-methoxyphenyl]-2-(4-methoxyphenyl)chromen-4-one	CHEMBL208908	5281696	48	9	19	No
NPC146066	SOEACRLLVZHBKW-UHFFFAOYSA-N	n.a.	n.a.	76453742	42	0	0	No
NPC146068	FRXMEJSDFFZYGK-DPZALQCTSA-N	n.a.	n.a.	n.a.	21	0	0	No
NPC14608	Hexyl 2-Methylbutanoate	hexyl 2-methylbutanoate	CHEMBL3561573	24838	3	1	1	No
NPC146081	KGMMKUZTYZGQQY-DBXHJTGRSA-N	n.a.	n.a.	n.a.	50	0	0	No
NPC146091	QVFWULSBDNLHNA-LVSLPLRBSA-N	n.a.	n.a.	102443802	1	0	0	No
NPC146092	AOIXFGYGQDSQIU-QYYDMLKXSA-N	n.a.	n.a.	21633193	20	0	0	No
NPC146095	QAXISZJBSORHRN-NFBKMPQASA-N	n.a.	n.a.	9913276	22	0	0	No
NPC146096	2-Chloro-3-Hydroxybibenzyl	2-chloro-3-(2-phenylethyl)phenol	CHEMBL451469	3013332	1	4	4	No
NPC146097	14-Norpseurotin A	(5S,8S,9R)-8-benzoyl-2-[(Z,1S,2S)-1,2-dihydroxypent-3-enyl]-9-hydroxy-8-methoxy-3-methyl-1-oxa-7-azaspiro[4.4]non-2-ene-4,6-dione	CHEMBL521059	24900163	3	4	4	No
NPC146103	JRVDUBFSQWHYRJ-INIZCTEOSA-N	n.a.	n.a.	480863	5	0	0	No
NPC146104	UAVZCUQPBFEPKC-PMERELPUSA-O	n.a.	n.a.	639560	20	0	0	No
NPC146105	DENQVEACEYIKQM-PKWAYOAASA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC146116	QYKGFAFEQMXHRJ-BCCWFXHYSA-N	n.a.	n.a.	n.a.	14	0	0	No
NPC146119	HJOBXPHWOUTSLV-VRUXIHJPSA-N	n.a.	n.a.	n.a.	11	0	0	No
NPC146121	HVNYCTBEZUNSHW-JSKJCOLZSA-N	n.a.	n.a.	6326135	1	0	0	No
NPC146122	GPIUIJXTLDGVBC-VSSVXZEDSA-N	n.a.	n.a.	n.a.	33	0	0	No
NPC14613	MFLZXKVCHASCQI-DYTRAYGWSA-N	n.a.	n.a.	n.a.	30	0	0	No
NPC146133	QZIBYWPRLPFUFP-UHFFFAOYSA-N	n.a.	n.a.	534645	2	0	0	No
NPC146134	Br-Xanthone A	n.a.	CHEMBL517938	13964005	22	3	12	No
NPC146136	XYXANQCOUCDVRX-QMMMGPOBSA-N	n.a.	n.a.	14029731	4	0	0	No
NPC146137	BQTHAHCFODJOGN-BHNCTZQBSA-N	n.a.	n.a.	46210166	50	0	0	No
NPC146142	CECREIRZLPLYDM-UHFFFAOYSA-N	n.a.	n.a.	238792	2	0	0	No
NPC146143	PCFMECNNYYMDRS-IKCGKSHESA-N	n.a.	n.a.	n.a.	15	0	0	No
NPC146148	MDQSKCQQGXJOMN-ICWBMWKASA-N	n.a.	n.a.	10750891	4	0	0	No
NPC146151	FLJVCTAWIDPKTG-PWNZVWSESA-N	n.a.	n.a.	11299797	9	0	0	No
NPC14616	UOIDSHLWVQPEPZ-WPTLJMNASA-N	n.a.	n.a.	10885941	1	0	0	No
NPC146163	HYTGGNIMZXFORS-QFLAVYEISA-N	n.a.	n.a.	102004494	2	0	0	No
NPC146165	Acerosin	5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-6,8-dimethoxychromen-4-one	CHEMBL3314497	177696	63	1	2	No
NPC14617	Glycyrrhizinate Dipotassium	dipotassium;(2S,3S,4S,5R,6R)-6-[(2S,3R,4S,5S,6S)-2-[[(3S,4aR,6aR,6bS,8aS,11S,12aR,14aR,14bS)-11-carboxy-4,4,6a,6b,8a,11,14b-heptamethyl-14-oxo-2,3,4a,5,6,7,8,9,10,12,12a,14a-dodecahydro-1H-picen-3-yl]oxy]-6-carboxylato-4,5-dihydroxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylate	CHEMBL1923952	656852;73415794	3	1	3	No
NPC146170	MXJMQPDZBSPQBW-HIQRJBJLSA-N	n.a.	n.a.	21604187	3	0	0	No
NPC146172	CIAYHFKPPZTYHH-DUGVUEAASA-N	n.a.	n.a.	n.a.	30	0	0	No
NPC146188	ZLMMCVKSRGCZAX-IXHJRKEVSA-N	n.a.	CHEMBL498877	44559541	1	1	1	No
NPC146192	BLCUVJCHWZPQCX-DEYGBIPTSA-N	n.a.	n.a.	13818876	5	0	0	No
NPC146197	ZQPPMHVWECSIRJ-FGFBQCSHSA-N	n.a.	n.a.	13011408	89	0	0	No
NPC146211	Colletotric Acid	4-[3-(2,4-dihydroxy-6-methylbenzoyl)oxy-5-methoxy-2,4,6-trimethylbenzoyl]oxy-6-hydroxy-2,3-dimethylbenzoic acid	CHEMBL485776	9984290	1	4	4	No
NPC146218	SRWJAXVAWDYXPA-QAEMDXJOSA-N	n.a.	n.a.	13990882	1	0	0	No
NPC14622	(3S)-6,7-Dimethoxy-3-(6-Methyl-7,8-Dihydro-5H-[1,3]Dioxolo[4,5-G]Isoquinolin-5-Yl)-3H-2-Benzofuran-1-One	(3S)-6,7-dimethoxy-3-(6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl)-3H-2-benzofuran-1-one	CHEMBL462731	371942	5	2	3	No
NPC146221	IXZHDDUFQVXHIL-JBKCZWDVSA-N	n.a.	n.a.	12186697	25	0	0	No
NPC146222	HYWYNBKAWUIHFN-NOLXPYPPSA-N	n.a.	n.a.	71544999	3	0	0	No
NPC146239	GRLNXWQUZPCPMW-WZJJBXMRSA-N	n.a.	CHEMBL3581590	46216848	2	7	14	No
NPC146243	JASPVPWUWJRTLQ-PZJPLSOHSA-N	n.a.	n.a.	11968319	1	0	0	No
NPC146244	DVVATNQISMINCX-YTXTXJHMSA-N	n.a.	n.a.	5283329	21	0	0	No
NPC146245	FJSHUGOPWDQYLC-JJQDGLCASA-N	n.a.	n.a.	n.a.	8	0	0	No
NPC146249	ZXSXDAJQZZFAON-FQEVSTJZSA-N	n.a.	n.a.	124355950	1	0	0	No
NPC146250	MCDZFXUBXCHZCF-UHFFFAOYSA-N	n.a.	n.a.	5319805	2	0	0	No
NPC146264	SEMYGVLEPLMRRC-CYBMUJFWSA-N	n.a.	n.a.	157110	17	0	0	No
NPC146269	VQDSDYULHIDXKS-UHFFFAOYSA-N	n.a.	n.a.	582313	1	0	0	No
NPC146277	QRWMZZNSGRCHHG-SCEVIUHRSA-N	n.a.	CHEMBL445715	n.a.	1	3	4	No
NPC14628	NDLHNPWBQHGKFY-IAROGAJJSA-N	n.a.	n.a.	n.a.	18	0	0	No
NPC146280	YCILLHFFVLLMRC-MIAPNZHBSA-N	n.a.	CHEMBL2375792	73350379	1	1	1	No
NPC146288	Cavidine	n.a.	CHEMBL453544	193148	1	1	6	No
NPC146289	Acetaldehyde	acetaldehyde	CHEMBL170365	177	24	18	75	Yes
NPC146290	IRYUSEHMFJVVIB-MBFQBLCKSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC14630	Sapinmusaponin H	(2S,3R,4R,5R,6S)-2-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-[[(3S,5R,9R,10R,13S,14S,17S)-17-[(2R,3S,5S)-2-methoxy-5-(2-methylprop-1-enyl)oxolan-3-yl]-4,4,10,13,14-pentamethyl-2,3,5,6,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]oxan-3-yl]oxy-6-methyloxane-3,4,5-triol	CHEMBL508891	11527893	7	4	10	No
NPC146307	JWRKPEJCBVTRCT-PXSQTBGRSA-N	n.a.	n.a.	10951829	39	0	0	No
NPC146310	Daphnetoxin	n.a.	CHEMBL2023369	119454	2	1	6	No
NPC146316	2-Methylfuran	2-methylfuran	CHEMBL1445555	10797	13	4	5	No
NPC146318	FTSNOUCXBBPRJQ-SFHVURJKSA-N	n.a.	n.a.	44179016	1	0	0	No
NPC146319	UZVALMFEKMFXEX-VSMATSSMSA-N	n.a.	n.a.	102465295	8	0	0	No
NPC146334	MHSZHQZVWMLGKH-QKQFQSPSSA-N	n.a.	n.a.	n.a.	5	0	0	No
NPC14634	Rabdocoetsin C	n.a.	CHEMBL517266	44559705	3	10	11	No
NPC146341	UQFKAQNXJTZJAU-RZOYPLJHSA-N	n.a.	n.a.	164440	4	0	0	No
NPC146342	2-Acetylpyridine	n.a.	n.a.	n.a.	1	0	0	Yes
NPC146350	BFHKLXFIZWDGDV-SNVBAGLBSA-N	n.a.	n.a.	25157561	1	0	0	No
NPC146351	Benzoic Acid 1-(3-Methyl)Butyl Ester	3-methylbutyl benzoate	CHEMBL2260711	7193	3	2	2	No
NPC146355	(-)-3,3'-Bisdemethylpinoresinol	4-[(3R,3aS,6R,6aS)-3-(3,4-dihydroxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]benzene-1,2-diol	CHEMBL227187	24992964	1	4	4	No
NPC14636	ANFPZVLMCDTRDI-UHFFFAOYSA-N	n.a.	n.a.	102509857	2	1	1	No
NPC146370	5-Hydroxyoxindole	5-hydroxy-1,3-dihydroindol-2-one	CHEMBL3093623	76955	2	3	5	No
NPC146373	Anabasine	3-[(2S)-piperidin-2-yl]pyridine	CHEMBL1526229	205586	1	15	31	No
NPC146374	OKOVXNDIKBDKAA-OIAFWOJHSA-N	n.a.	n.a.	53486399	5	0	0	No
NPC146376	2-Hydroxy-5-Methoxy-3-Octadecylcyclohexa-2,5-Diene-1,4-Dione	2-hydroxy-5-methoxy-3-octadecylcyclohexa-2,5-diene-1,4-dione	CHEMBL1975424	127797	7	56	56	No
NPC146380	Pescaprein I	n.a.	CHEMBL507247	21575466	1	1	4	No
NPC146386	KQQLXTPDBGDRPL-SRVKXCTJSA-N	n.a.	n.a.	n.a.	15	0	0	No
NPC146388	Kamolonol	7-[[(1R,2R,4R,4aS,5R,8aS)-4-hydroxy-1,2,4a,5-tetramethyl-6-oxo-3,4,5,7,8,8a-hexahydro-2H-naphthalen-1-yl]methoxy]chromen-2-one	CHEMBL1077965	46883037	1	6	6	No
NPC146394	UEMRXUPBPMNPIE-UHFFFAOYSA-N	n.a.	n.a.	n.a.	8	0	0	No
NPC1464	Scholaricine	n.a.	CHEMBL1651108	50900051	3	1	3	No
NPC146409	NXOKVARAWXQHGX-JPNDPKSOSA-N	n.a.	n.a.	6446647	8	1	1	No
NPC14641	TXWOIYACVCIZMD-SOFGYWHQSA-N	n.a.	n.a.	n.a.	13	0	0	No
NPC146410	MWZZGEICVXRRSD-TUVASFSCSA-N	n.a.	n.a.	15765551	15	0	0	No
NPC146413	VEBYYFUMPFKKJB-UHFFFAOYSA-N	n.a.	n.a.	44257585	1	0	0	No
NPC146414	YFGQJKBUXPKSAW-UHFFFAOYSA-N	n.a.	n.a.	407582	2	0	0	No
NPC146416	UOEIVDDCFOUBGB-JTQLQIEISA-N	n.a.	n.a.	n.a.	23	0	0	No
NPC146418	Koniamborine	7-methoxy-5-methylpyrano[3,2-b]indol-4-one	CHEMBL486605	11345225	1	1	1	No
NPC146422	Dopamine	4-(2-aminoethyl)benzene-1,2-diol	CHEMBL59	681	21	134	790	Yes
NPC146423	GWYFCOCPABKNJV-SLGHBYJISA-N	n.a.	n.a.	11073361	6	0	0	No
NPC146431	HSIIGHDIPGINSY-UMBCFTMUSA-N	n.a.	n.a.	21626693	5	0	0	No
NPC146432	Javanicolide E	n.a.	CHEMBL2037041	70686049	21	5	5	No
NPC146439	VNXFGKATJSGRMH-RTJJELJFSA-N	n.a.	n.a.	10439581	1	0	0	No
NPC146443	MPCAJMNYNOGXPB-UHFFFAOYSA-N	n.a.	n.a.	219984	3	0	0	No
NPC146445	PQLIXHHFGPDXGQ-UHFFFAOYSA-N	n.a.	n.a.	n.a.	5	0	0	No
NPC146456	Antiaroside R	[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (3S,5S,8R,9S,10S,13R,14S,17R)-3,5,14-trihydroxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-10-carboxylate	CHEMBL2419861	73352257	1	2	3	No
NPC146462	DQWPTGWKPLXJKS-FYKRIVIYSA-N	n.a.	n.a.	n.a.	10	0	0	No
NPC146470	FWYCPLNBQGHPTR-DSPGLNSMSA-N	n.a.	n.a.	21629646	1	0	0	No
