taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
5639139	Loranthus sakoembangensis Korth.	4001208	Taxillus chinensis (DC.) Danser	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Santalales	934	Loranthaceae	6663	Taxillus	7287852	Taxillus chinensis	4001208	NE
5644679	Athyrium subscabrum Copel.	4016079	Diplazium subscabrum (Copel.) C.Chr.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Athyriaceae	4922264	Diplazium	2650853	Diplazium subscabrum	4016079	NE
5665036	Viola glaucescens Oudem.	5665036	Viola glaucescens Oudem.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Violaceae	6631	Viola	2874237	Viola glaucescens	5665036	NE
5666284	Thelypteris multilineata (Wall. ex Hook.) C.V.Morton	11921983	Abacopteris nudata (Roxb.) S.E.Fawc. & A.R.Sm.	5	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Thelypteridaceae	6618	Abacopteris	7321202	Abacopteris nudata	11921983	NE
6712698	Ficus obscura var. angustata (Miq.) Corner	7437166	Ficus grewiifolia Blume	22	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus grewiifolia	7437166	
7068793	Barringtonia acutangula subsp. acutangula	7068793	Barringtonia acutangula subsp. acutangula	8	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Lecythidaceae	3990	Barringtonia	3082715	Barringtonia acutangula	3082835	
7262485	Ficus chrysolepis Miq.	7262485	Ficus chrysolepis Miq.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus chrysolepis	7262485	LC
7311359	Pimelea suaveolens Meisn.	7311359	Pimelea suaveolens Meisn.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Thymelaeaceae	2428	Pimelea	7661118	Pimelea suaveolens	7311359	NE
7325055	Dimeria ornithopoda var. ornithopoda	2706204	Dimeria ornithopoda Trin.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Dimeria	2706203	Dimeria ornithopoda	2706204	
7365082	Diospyros teysmannii Miq.	4069816	Diospyros eriantha Champ. ex Benth.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ebenaceae	6709	Diospyros	3030169	Diospyros eriantha	4069816	NE
7378665	Mitthyridium fasciculatum subsp. fasciculatum	7378665	Mitthyridium fasciculatum subsp. fasciculatum	3	SUBSPECIES	ACCEPTED	Plantae	6	Bryophyta	35	Bryopsida	327	Dicranales	1335	Calymperaceae	4670	Mitthyridium	2670262	Mitthyridium fasciculatum	2670266	
7379326	Zehneria japonica (Thunb.) H.Y.Liu	7379326	Zehneria japonica (Thunb.) H.Y.Liu	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Cucurbitaceae	6634	Zehneria	7156381	Zehneria japonica	7379326	NE
7425160	Barbula louisiadum Broth.	7942334	Hydrogonium consanguineum (Thwaites & Mitt.) Hilp.	1	SPECIES	SYNONYM	Plantae	6	Bryophyta	35	Bryopsida	327	Pottiales	621	Pottiaceae	4671	Hydrogonium	2671144	Hydrogonium consanguineum	7942334	NE
7544623	Hymenasplenium excisum C.Presl	7544623	Hymenasplenium excisum C.Presl	4	SPECIES	DOUBTFUL	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Aspleniaceae	6625	Hymenasplenium	7310868	Hymenasplenium excisum	7544623	NE
7581265	Araucaria cookii R.Br. ex D.Don	2684921	Araucaria columnaris (J.R.Forst.) Hook.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Araucariaceae	3924	Araucaria	2684910	Araucaria columnaris	2684921	NE
7606824	Diospyros undulata Wall. ex G.Don	7606824	Diospyros undulata Wall. ex G.Don	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ebenaceae	6709	Diospyros	3030169	Diospyros undulata	7606824	LC
7694715	Lespedeza cytisoides (Jungh.) Benth.	7301805	Campylotropis cytisoides (Jungh.) Miq.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Campylotropis	2946193	Campylotropis cytisoides	7301805	NE
7710366	Panicum palmifolium J.Koenig	2702958	Setaria palmifolia (J.Koenig) Stapf	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Setaria	2702955	Setaria palmifolia	2702958	NE
7732917	Acalypha stipulacea Klotzsch	7225792	Acalypha amentacea var. amentacea	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Acalypha	3055964	Acalypha amentacea	3057201	NE
7792116	Calophyllum excelsum Zoll. & Moritzi	5555960	Mammea odorata (Raf.) Kosterm.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Calophyllaceae	4907584	Mammea	3189420	Mammea odorata	5555960	NE
7887301	Magnolia glauca (L.) L.	7069169	Magnolia virginiana subsp. virginiana	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Magnoliales	718	Magnoliaceae	4690	Magnolia	2888195	Magnolia virginiana	3153639	NE
7906958	Ficus mollior f. riparia Corner	7262612	Ficus mollior F.Muell. ex Benth.	1	FORM	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus mollior	7262612	
7907129	Ruellia repens Ruiz ex Nees	3771725	Dyschoriste repens (Nees) Kuntze	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Acanthaceae	2393	Dyschoriste	3173054	Dyschoriste repens	3771725	NE
7907394	Eugenia malaccensis Reinw. ex Blume, 1850	7907394	Eugenia malaccensis Reinw. ex Blume, 1850	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Myrtaceae	5014	Eugenia	3177662	Eugenia malaccensis	7907394	NE
8007770	Belamcanda chinensis (L.) Redouté	5298546	Iris domestica (L.) Goldblatt & Mabb.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Iridaceae	7698	Iris	2748017	Iris domestica	5298546	NE
8010817	Selaginella pedata Klotzsch	8010817	Selaginella pedata Klotzsch	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Selaginellales	420	Selaginellaceae	6724	Selaginella	2688177	Selaginella pedata	8010817	NE
8021452	Lycopodium serratum var. javanicum (Sw.) Makino	11055057	Huperzia javanica (Sw.) C.Y.Yang	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Lycopodiales	421	Lycopodiaceae	6725	Huperzia	2688450	Huperzia javanica	11055057	
8294748	Diplazium proliferum (Lam.) Kaulf.	7558255	Diplazium proliferum (Lam.) Thouars	123	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Athyriaceae	4922264	Diplazium	2650853	Diplazium proliferum	7558255	NE
8306522	Phragmicoma humilis Gottsche	9743558	Thysananthus humilis (Gottsche) Sukkharak & Gradst.	2	SPECIES	SYNONYM	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Lejeuneaceae	6118	Thysananthus	2688890	Thysananthus humilis	9743558	NE
8330991	Ceratopteris cornuta (P.Beauv.) Lepr.	8330991	Ceratopteris cornuta (P.Beauv.) Lepr.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Pteridaceae	2367	Ceratopteris	2651585	Ceratopteris cornuta	8330991	LC
8363491	Leea aculeata Blume ex Spreng.	8363491	Leea aculeata Blume ex Spreng.	43	SPECIES	DOUBTFUL	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Vitales	7222050	Vitaceae	6672	Leea	7568692	Leea aculeata	8363491	NE
8617029	Drynaria pilosa (J.Sm.) Christenh.	8617029	Drynaria pilosa (J.Sm.) Christenh.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Polypodiaceae	2368	Drynaria	7126669	Drynaria pilosa	8617029	NE
8742981	Plagiochila pinnatiramosa Schiffn.	8801352	Plagiochila javanica (Sw.) Nees & Mont.	1	SPECIES	SYNONYM	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Plagiochilaceae	2278	Plagiochila	2688968	Plagiochila javanica	8801352	NE
8919629	Cassytha filiformis var. subpubescens Meisn.	3033999	Cassytha filiformis L.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Laurales	407	Lauraceae	6688	Cassytha	3033998	Cassytha filiformis	3033999	
9095416	Dumortiera velutina Schiffn.	8217341	Dumortiera hirsuta subsp. nepalensis (Taylor) R.M.Schust.	16	SPECIES	SYNONYM	Plantae	6	Marchantiophyta	9	Marchantiopsida	125	Marchantiales	376	Dumortieraceae	6112	Dumortiera	2688612	Dumortiera hirsuta	2688613	NE
9479479	Lejeunea papilionacea Prantl	9479479	Lejeunea papilionacea Prantl	1	SPECIES	ACCEPTED	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Lejeuneaceae	6118	Lejeunea	2688902	Lejeunea papilionacea	9479479	NE
10668395	Urostigma giganteum (Kunth) Miq.	5361938	Ficus citrifolia Mill.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus citrifolia	5361938	NE
10724744	Zingiber engganoense Ardiyani	10724744	Zingiber engganoense Ardiyani	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Zingiberaceae	4687	Zingiber	2756693	Zingiber engganoense	10724744	CR
10822634	Trichosteleum atrocarpum Paris	10822634	Trichosteleum atrocarpum Paris	1	SPECIES	ACCEPTED	Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Sematophyllaceae	4656	Trichosteleum	2681040	Trichosteleum atrocarpum	10822634	NE
11074087	Dossinia marmorata Lindl.	5308574	Anoectochilus brevilabris Lindl.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Anoectochilus	2796152	Anoectochilus brevilabris	5308574	NE
11173582	Miquelites elegans Goeppert, 1854	11173582	Miquelites elegans Goeppert, 1854	2	SPECIES	ACCEPTED	Plantae	6									Miquelites	4890285	Miquelites elegans	11173582	NE
11746619	Myristica elliptica subsp. simiarum (A.DC.) J.Sinclair, 1958	11746619	Myristica elliptica subsp. simiarum (A.DC.) J.Sinclair, 1958	3	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Magnoliales	718	Myristicaceae	2439	Myristica	3152840	Myristica elliptica	5564979	
12299280	Sendtnera diclados var. calcarata (Reinw., Blume & Nees) Gottsche, Lindenb. & Nees	5286345	Mastigophora diclados (Brid. ex F.Weber) Nees	1	VARIETY	SYNONYM	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Mastigophoraceae	2279	Mastigophora	2689126	Mastigophora diclados	5286345	
2650725	Microlepia strigosa (Thunb.) C.Presl	2650725	Microlepia strigosa (Thunb.) C.Presl	101	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Dennstaedtiaceae	6623	Microlepia	7935155	Microlepia strigosa	2650725	NE
2651467	Cyclosorus gongylodes (Schkuhr) Link	7708168	Cyclosorus interruptus (Willd.) H.Itô	8	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Thelypteridaceae	6618	Cyclosorus	7160014	Cyclosorus interruptus	7708168	NE
2656567	Carpopeltis phyllophora (Hooker & Harvey) Schmitz	2656567	Carpopeltis phyllophora (Hooker & Harvey) Schmitz	1	SPECIES	ACCEPTED	Plantae	6	Rhodophyta	106	Florideophyceae	342	Halymeniales	1402	Halymeniaceae	9026	Carpopeltis	2656564	Carpopeltis phyllophora	2656567	NE
2670254	Calymperes palisotii Schwägr.	2670254	Calymperes palisotii Schwägr.	10	SPECIES	ACCEPTED	Plantae	6	Bryophyta	35	Bryopsida	327	Dicranales	1335	Calymperaceae	4670	Calymperes	8255143	Calymperes palisotii	2670254	NE
2672974	Dicranodontium Bruch & Schimp.	2672974	Dicranodontium Bruch & Schimp.	2	GENUS	ACCEPTED	Plantae	6	Bryophyta	35	Bryopsida	327	Dicranales	1335	Leucobryaceae	3230064	Dicranodontium	2672974			
2703547	Isachne pulchella Roth	2703547	Isachne pulchella Roth	27	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Isachne	2703543	Isachne pulchella	2703547	LC
2722149	Carex tartarea Ridl.	2722145	Carex verticillata Zoll. & Moritzi	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex verticillata	2722145	NE
2726392	Carex filicina var. hirta Kuntze	2724401	Carex filicina Nees	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex filicina	2724401	
2761931	Calathea picturata K.Koch & Linden	7902198	Goeppertia picturata (K.Koch & Linden) Borchs. & S.Suárez	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Marantaceae	8784	Goeppertia	7304686	Goeppertia picturata	7902198	NE
2762451	Schumannianthus Gagnep.	2762451	Schumannianthus Gagnep.	4	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Marantaceae	8784	Schumannianthus	2762451			
2789370	Eria unguiculata J.J.Sm.	2789369	Trichotosia unguiculata (J.J.Sm.) Kraenzl.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Trichotosia	2789344	Trichotosia unguiculata	2789369	NE
2810155	Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh.	2810155	Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh.	15	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Dactylorhiza	2809736	Dactylorhiza majalis	2810155	NE
2811518	Coelogyne monticola J.J.Sm.	2811518	Coelogyne monticola J.J.Sm.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Coelogyne	2811365	Coelogyne monticola	2811518	NE
2836640	Nervilia campestris (J.J.Sm.) Schltr.	2836784	Nervilia holochila (F.Muell.) Schltr.	7	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Nervilia	2836617	Nervilia holochila	2836784	NE
2838389	Diplocaulobium pililobum (J.J.Sm.) P.F.Hunt & Summerh.	5323407	Dendrobium pililobum J.J.Sm.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Dendrobium	2821327	Dendrobium pililobum	5323407	NE
2844464	Bulbophyllum uniflorum (Blume) Hassk.	2844464	Bulbophyllum uniflorum (Blume) Hassk.	17	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Bulbophyllum	9574503	Bulbophyllum uniflorum	2844464	NE
2845613	Bulbophyllum orbiculare subsp. orbiculare	2845613	Bulbophyllum orbiculare subsp. orbiculare	1	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Bulbophyllum	9574503	Bulbophyllum orbiculare	2845612	
2846756	Thrixspermum acutilobum J.J.Sm.	2846756	Thrixspermum acutilobum J.J.Sm.	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Thrixspermum	2846663	Thrixspermum acutilobum	2846756	NE
2865526	Vallisneria spiralis L.	2865526	Vallisneria spiralis L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Hydrocharitaceae	3721	Vallisneria	2865241	Vallisneria spiralis	2865526	LC
2867616	Lemna aequinoctialis Welw.	2867616	Lemna aequinoctialis Welw.	12	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Lemna	2867567	Lemna aequinoctialis	2867616	LC
2886375	Diploknema butyracea (Roxb.) H.J.Lam	2886375	Diploknema butyracea (Roxb.) H.J.Lam	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Sapotaceae	8802	Diploknema	2886362	Diploknema butyracea	2886375	NE
2886530	Palaquium warburgianum Schltr. ex K.Krause	2886530	Palaquium warburgianum Schltr. ex K.Krause	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Sapotaceae	8802	Palaquium	2886411	Palaquium warburgianum	2886530	NT
2889038	Rumex dentatus L.	2889038	Rumex dentatus L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Polygonaceae	2416	Rumex	2888942	Rumex dentatus	2889038	NE
2889779	Santalum paniculatum Hook. & Arn.	2889779	Santalum paniculatum Hook. & Arn.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Santalales	934	Santalaceae	6661	Santalum	2889778	Santalum paniculatum	2889779	VU
2903687	Hedyotis nodulosa Arn.	2903687	Hedyotis nodulosa Arn.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Hedyotis	9631866	Hedyotis nodulosa	2903687	NE
2907515	Leucolophus macranthus (Ridl.) Bremek.	2907515	Leucolophus macranthus (Ridl.) Bremek.	27	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Leucolophus	2907511	Leucolophus macranthus	2907515	NE
2918046	Acranthera hallieri Valeton	2918046	Acranthera hallieri Valeton	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Acranthera	2918005	Acranthera hallieri	2918046	NE
2920701	Psychotria crassifolia Miq.	2920701	Psychotria crassifolia Miq.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Psychotria	2919963	Psychotria crassifolia	2920701	NE
2928438	Convolvulus japonicus Thunb.	2928439	Calystegia pubescens Lindl.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Convolvulaceae	2389	Calystegia	2928418	Calystegia pubescens	2928439	NE
2952960	Bauhinia longipes Merr.	2952959	Phanera bassacensis var. backeri de Wit	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Phanera	7278390	Phanera bassacensis	2952956	NE
2956417	Calpurnia aurea (Aiton) Benth.	2956417	Calpurnia aurea (Aiton) Benth.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Calpurnia	2956416	Calpurnia aurea	2956417	LC
2966868	Cynometra inaequifolia A.Gray	2966868	Cynometra inaequifolia A.Gray	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cynometra	2966806	Cynometra inaequifolia	2966868	VU
2968457	Dalbergia hancei Benth.	2968457	Dalbergia hancei Benth.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Dalbergia	2968358	Dalbergia hancei	2968457	LC
2968953	Desmodium motorium (Houtt.) Merr.	2968949	Codariocalyx motorius (Houtt.) H.Ohashi	27	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Codariocalyx	2968941	Codariocalyx motorius	2968949	NE
3036972	Aralia spinosa L.	3036972	Aralia spinosa L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Araliaceae	8800	Aralia	3036858	Aralia spinosa	3036972	LC
3039007	Heptapleurum rigidum (Blume) Hassk.	3039007	Heptapleurum rigidum (Blume) Hassk.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Araliaceae	8800	Heptapleurum	7314503	Heptapleurum rigidum	3039007	NE
3059893	Croton herteri Arechav.	3059891	Croton gnaphalii Baill.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Croton	3057454	Croton gnaphalii	3059891	NE
3073952	Macaranga lowii King ex Hook.f.	3073952	Macaranga lowii King ex Hook.f.	58	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Macaranga	3073879	Macaranga lowii	3073952	LC
3085781	Polycarpaea corymbosa (L.) Lam.	3085781	Polycarpaea corymbosa (L.) Lam.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Polycarpaea	3085780	Polycarpaea corymbosa	3085781	NE
3125901	Sigesbeckia orientalis L.	3125901	Sigesbeckia orientalis L.	101	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Sigesbeckia	3125889	Sigesbeckia orientalis	3125901	NE
3155132	Desmos dunalii (Wall. ex Hook.f. & Thomson) Saff.	3155132	Desmos dunalii (Wall. ex Hook.f. & Thomson) Saff.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Magnoliales	718	Annonaceae	9291	Desmos	3155120	Desmos dunalii	3155132	NE
3172406	Utricularia bifida L.	3172406	Utricularia bifida L.	61	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lentibulariaceae	2391	Utricularia	3172398	Utricularia bifida	3172406	LC
3172618	Martynia annua L.	3172618	Martynia annua L.	13	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Martyniaceae	3233525	Martynia	3172617	Martynia annua	3172618	NE
3178104	Jossinia reinwardtiana (Blume) Blume	5416637	Eugenia reinwardtiana (Blume) DC.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Myrtaceae	5014	Eugenia	3177662	Eugenia reinwardtiana	5416637	NE
3190155	Citrus L.	3190155	Citrus L.	61	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Rutaceae	2396	Citrus	3190155			NE
3234321	Stephania Lour.	3234321	Stephania Lour.	8	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Menispermaceae	2411	Stephania	3234321			
3574953	Genianthus blumei King & Gamble	3574945	Genianthus crassifolius (Wight & Arn.) Hook.fil.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Genianthus	7312023	Genianthus crassifolius	3574945	NE
3608045	Hymenophyllum cincinnatum A.Gepp	3608893	Hymenophyllum rubellum Rosenst.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Hymenophyllales	7228685	Hymenophyllaceae	2372	Hymenophyllum	2651287	Hymenophyllum rubellum	3608893	NE
3613881	Schizomeria ilicina (Ridl.) Schltr.	3613881	Schizomeria ilicina (Ridl.) Schltr.	29	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Oxalidales	7224021	Cunoniaceae	2405	Schizomeria	7333884	Schizomeria ilicina	3613881	LC
3613924	Schizomeria clemensiae L.M.Perry	3613924	Schizomeria clemensiae L.M.Perry	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Oxalidales	7224021	Cunoniaceae	2405	Schizomeria	7333884	Schizomeria clemensiae	3613924	LC
3621120	Alyxia sulana Markgr.	3621120	Alyxia sulana Markgr.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Alyxia	3169598	Alyxia sulana	3621120	NE
3658076	Combretocarpus motleyi Hook.fil.	3658134	Combretocarpus rotundatus (Miq.) Danser	9	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Anisophylleaceae	3658075	Combretocarpus	7321067	Combretocarpus rotundatus	3658134	NE
3684526	Chionanthus porcatus Kiew	3684526	Chionanthus porcatus Kiew	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Oleaceae	6652	Chionanthus	7906922	Chionanthus porcatus	3684526	NE
3686555	Roureopsis pinnata (King) Leenh.	3686880	Rourea dictyophylla Jongkind	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Oxalidales	7224021	Connaraceae	6669	Rourea	3032534	Rourea dictyophylla	3686880	NE
3739772	Euphrasia celebica P.Royen	3739772	Euphrasia celebica P.Royen	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Orobanchaceae	6651	Euphrasia	3171955	Euphrasia celebica	3739772	NE
3770624	Ptyssiglottis auriculata Hallier fil.	3770624	Ptyssiglottis auriculata Hallier fil.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Acanthaceae	2393	Ptyssiglottis	7263332	Ptyssiglottis auriculata	3770624	NE
3779421	Strobilanthes nigrescens T.Anderson	3779421	Strobilanthes nigrescens T.Anderson	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Acanthaceae	2393	Strobilanthes	6359394	Strobilanthes nigrescens	3779421	NE
